source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
In what years during the 1960s did the San Francisco Giants not finish 2nd?,"Quelle année, dans les années 1960, les Giants de San Francisco n’ont pas terminé 2e ?",en,fr,"['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORDINAL', 'O']","['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O']","['In', 'what', 'years', 'during', 'the', '1960', 's', 'did', 'the', 'San', 'Francisco', 'Giants', 'not', 'finish', '2nd', '?']","['Quelle', 'année', ',', 'dans', 'les', 'années', '1960', ',', 'les', 'Giants', 'de', 'San', 'Francisco', 'n', '’', 'ont', 'pas', 'terminé', '2e', '?']"
How many Olympic medals does the US women's national basketball team have?,Combien de médailles olympiques l’équipe nationale féminine des États-Unis a-t-elle à son actif ?,en,fr,"['O', 'O', 'B-EVENT', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['How', 'many', 'Olympic', 'medals', 'does', 'the', 'US', ""women's"", 'national', 'basketball', 'team', 'have', '?']","['Combien', 'de', 'médailles', 'olympiques', 'l', '’', 'équipe', 'nationale', 'féminine', 'des', 'États', '-', 'Unis', 'a', '-', 't', '-', 'elle', 'à', 'son', 'actif', '?']"
Which international final did Lionel Messi not lose with Argentina?,Quelle finale internationale Lionel Messi n’a-t-il pas perdue en tant qu’international Argentin ?,en,fr,"['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O']","['Which', 'international', 'final', 'did', 'Lionel', 'Messi', 'not', 'lose', 'with', 'Argentina', '?']","['Quelle', 'finale', 'internationale', 'Lionel', 'Messi', 'n', '’', 'a', '-', 't', '-', 'il', 'pas', 'perdue', 'en', 'tant', 'qu', '’', 'international', 'Argentin', '?']"
How many Olympic medals does Usain Bolt have that are not gold?,Combien Usain Bolt a-t-il remporté de médailles olympiques autres que l’or ?,en,fr,"['O', 'O', 'B-EVENT', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['How', 'many', 'Olympic', 'medals', 'does', 'Usain', 'Bolt', 'have', 'that', 'are', 'not', 'gold', '?']","['Combien', 'Usain', 'Bolt', 'a', '-', 't', '-', 'il', 'remporté', 'de', 'médailles', 'olympiques', 'autres', 'que', 'l', '’', 'or', '?']"
In which seasons did Greg Maddux not win a Gold Glove Award?,En quelle saison Greg Maddux n’a-t-il pas remporté de prix du Gant doré ?,en,fr,"['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['In', 'which', 'seasons', 'did', 'Greg', 'Maddux', 'not', 'win', 'a', 'Gold', 'Glove', 'Award', '?']","['En', 'quelle', 'saison', 'Greg', 'Maddux', 'n', '’', 'a', '-', 't', '-', 'il', 'pas', 'remporté', 'de', 'prix', 'du', 'Gant', 'doré', '?']"
In what consecutive years in the 90's did the Buffalo Bills lose the Super Bowl?,"Dans les années 1990, à quelle période Buffalo Bills a-t-il perdu le SuperBowl de façon consécutive ?",en,fr,"['O', 'O', 'B-DATE', 'I-DATE', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'what', 'consecutive', 'years', 'in', 'the', ""90's"", 'did', 'the', 'Buffalo', 'Bills', 'lose', 'the', 'Super', 'Bowl', '?']","['Dans', 'les', 'années', '1990', ',', 'à', 'quelle', 'période', 'Buffalo', 'Bills', 'a', '-', 't', '-', 'il', 'perdu', 'le', 'SuperBowl', 'de', 'façon', 'consécutive', '?']"
What year in the 90s did the Atlanta Braves not finish with a winning record?,"En quelle année des années 1990, les Braves d’Atlanta n’ont-ils finalement pas enregistré de victoire ?",en,fr,"['O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['What', 'year', 'in', 'the', '90s', 'did', 'the', 'Atlanta', 'Braves', 'not', 'finish', 'with', 'a', 'winning', 'record', '?']","['En', 'quelle', 'année', 'des', 'années', '1990', ',', 'les', 'Braves', 'd', '’', 'Atlanta', 'n', '’', 'ont', '-', 'ils', 'finalement', 'pas', 'enregistré', 'de', 'victoire', '?']"
How many Super Bowls have the Minnesota Vikings played in but not won?,À combien de Super Bowls les Vikings du Minnesota ont-ils participé sans gagner ?,en,fr,"['O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-ORG', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['How', 'many', 'Super', 'Bowls', 'have', 'the', 'Minnesota', 'Vikings', 'played', 'in', 'but', 'not', 'won', '?']","['À', 'combien', 'de', 'Super', 'Bowls', 'les', 'Vikings', 'du', 'Minnesota', 'ont', '-', 'ils', 'participé', 'sans', 'gagner', '?']"
"Of the 30 Major League Baseball teams, which 6 teams have never won the World Series?","Parmi les 30 équipes de la Ligue majeure de baseball, quelles sont les 6 équipes qui n’ont jamais remporté de Série mondiale ?",en,fr,"['O', 'O', 'B-CARDINAL', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O', 'B-CARDINAL', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O']","['Of', 'the', '30', 'Major', 'League', 'Baseball', 'teams', ',', 'which', '6', 'teams', 'have', 'never', 'won', 'the', 'World', 'Series', '?']","['Parmi', 'les', '30', 'équipes', 'de', 'la', 'Ligue', 'majeure', 'de', 'baseball', ',', 'quelles', 'sont', 'les', '6', 'équipes', 'qui', 'n', '’', 'ont', 'jamais', 'remporté', 'de', 'Série', 'mondiale', '?']"
Which year did Pep Guardiola's Manchester City play the UEFA Champions League Final but did not win it?,"En quelle année l’équipe de Manchester City de Pep Guardiola a-t-elle joué la Ligue des champions de l’UEFA, sans gagner ?",en,fr,"['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'B-ORG', 'I-ORG', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O']","['Which', 'year', 'did', 'Pep', ""Guardiola's"", 'Manchester', 'City', 'play', 'the', 'UEFA', 'Champions', 'League', 'Final', 'but', 'did', 'not', 'win', 'it', '?']","['En', 'quelle', 'année', 'l', '’', 'équipe', 'de', 'Manchester', 'City', 'de', 'Pep', 'Guardiola', 'a', '-', 't', '-', 'elle', 'joué', 'la', 'Ligue', 'des', 'champions', 'de', 'l', '’', 'UEFA', ',', 'sans', 'gagner', '?']"
Which year did Anthony Joshua defended his titles in England and did not win?,En quelle année Anthony Joshua a-t-il défendu ses titres en Angleterre sans succès ?,en,fr,"['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O']","['O', 'B-DATE', 'I-DATE', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']","['Which', 'year', 'did', 'Anthony', 'Joshua', 'defended', 'his', 'titles', 'in', 'England', 'and', 'did', 'not', 'win', '?']","['En', 'quelle', 'année', 'Anthony', 'Joshua', 'a', '-', 't', '-', 'il', 'défendu', 'ses', 'titres', 'en', 'Angleterre', 'sans', 'succès', '?']"
"In 2016, which Chicago based professional major league baseball team did NOT win the World Series?","En 2016, quelle équipe de baseball professionnelle de Ligue majeure implantée à Chicago n’a PAS remporté la Série mondiale ?",en,fr,"['O', 'B-DATE', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O']","['In', '2016', ',', 'which', 'Chicago', 'based', 'professional', 'major', 'league', 'baseball', 'team', 'did', 'NOT', 'win', 'the', 'World', 'Series', '?']","['En', '2016', ',', 'quelle', 'équipe', 'de', 'baseball', 'professionnelle', 'de', 'Ligue', 'majeure', 'implantée', 'à', 'Chicago', 'n', '’', 'a', 'PAS', 'remporté', 'la', 'Série', 'mondiale', '?']"
"In which year did the Chicago Bears make it to the Super Bowl, but did NOT win the game?","En quelle année les Bears de Chicago ont accédé au Super Bowl, mais n’ont PAS remporté le jeu ?",en,fr,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-DATE', 'I-DATE', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'which', 'year', 'did', 'the', 'Chicago', 'Bears', 'make', 'it', 'to', 'the', 'Super', 'Bowl', ',', 'but', 'did', 'NOT', 'win', 'the', 'game', '?']","['En', 'quelle', 'année', 'les', 'Bears', 'de', 'Chicago', 'ont', 'accédé', 'au', 'Super', 'Bowl', ',', 'mais', 'n', '’', 'ont', 'PAS', 'remporté', 'le', 'jeu', '?']"
Which European nation has never participated in the Olympics?,Quel pays européen n’a jamais participé aux Jeux Olympiques ?,en,fr,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O']","['Which', 'European', 'nation', 'has', 'never', 'participated', 'in', 'the', 'Olympics', '?']","['Quel', 'pays', 'européen', 'n', '’', 'a', 'jamais', 'participé', 'aux', 'Jeux', 'Olympiques', '?']"
Which team plays at the Staples Center and used to have Shaquille O'Neal?,Quelle équipe joue au Centre Staples et comptait Shaquille O’Neal dans ses rangs ?,en,fr,"['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['Which', 'team', 'plays', 'at', 'the', 'Staples', 'Center', 'and', 'used', 'to', 'have', 'Shaquille', ""O'Neal"", '?']","['Quelle', 'équipe', 'joue', 'au', 'Centre', 'Staples', 'et', 'comptait', 'Shaquille', 'O', '’', 'Neal', 'dans', 'ses', 'rangs', '?']"
"Who is a member of the 2020 U.S. Olympic women's gymnastic team and is 4'8"" tall?","Quel membre de l’équipe féminine olympique de gymnastique des États-Unis de 2020 mesure 1,4 m ?",en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O', 'B-DATE', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O']","['Who', 'is', 'a', 'member', 'of', 'the', '2020', 'U.S.', 'Olympic', ""women's"", 'gymnastic', 'team', 'and', 'is', ""4'8"", '""', 'tall', '?']","['Quel', 'membre', 'de', 'l', '’', 'équipe', 'féminine', 'olympique', 'de', 'gymnastique', 'des', 'États', '-', 'Unis', 'de', '2020', 'mesure', '1,4', 'm', '?']"
"Who is the most decorated Olympian of all time and was born in Baltimore, MD?","Qui est le sportif olympique le plus titré de tous les temps, natif de Baltimore, dans le Maryland ?",en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-GPE', 'O']","['Who', 'is', 'the', 'most', 'decorated', 'Olympian', 'of', 'all', 'time', 'and', 'was', 'born', 'in', 'Baltimore', ',', 'MD', '?']","['Qui', 'est', 'le', 'sportif', 'olympique', 'le', 'plus', 'titré', 'de', 'tous', 'les', 'temps', ',', 'natif', 'de', 'Baltimore', ',', 'dans', 'le', 'Maryland', '?']"
Which team plays at Dodger Stadium and won the 2020 World Series?,Quelle équipe joue au stade Dodger et remporta les séries mondiales de 2020 ?,en,fr,"['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'O', 'O', 'O', 'B-DATE', 'B-EVENT', 'I-EVENT', 'O']","['O', 'O', 'O', 'O', 'O', 'B-FAC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Which', 'team', 'plays', 'at', 'Dodger', 'Stadium', 'and', 'won', 'the', '2020', 'World', 'Series', '?']","['Quelle', 'équipe', 'joue', 'au', 'stade', 'Dodger', 'et', 'remporta', 'les', 'séries', 'mondiales', 'de', '2020', '?']"
What is the name of the new arena that the New York Islanders will be playing at in 2021 and what park is it situated on?,Comment s’appelle la nouvelle arène dans laquelle les Islanders de New York joueront en 2021 et dans quel parc est-elle située ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['What', 'is', 'the', 'name', 'of', 'the', 'new', 'arena', 'that', 'the', 'New', 'York', 'Islanders', 'will', 'be', 'playing', 'at', 'in', '2021', 'and', 'what', 'park', 'is', 'it', 'situated', 'on', '?']","['Comment', 's', '’', 'appelle', 'la', 'nouvelle', 'arène', 'dans', 'laquelle', 'les', 'Islanders', 'de', 'New', 'York', 'joueront', 'en', '2021', 'et', 'dans', 'quel', 'parc', 'est', '-', 'elle', 'située', '?']"
Who played shooting guard and is part owner of the Charlotte Hornets?,Qui a joué en position d’arrière et possède une partie des Hornets de Charlotte ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['Who', 'played', 'shooting', 'guard', 'and', 'is', 'part', 'owner', 'of', 'the', 'Charlotte', 'Hornets', '?']","['Qui', 'a', 'joué', 'en', 'position', 'd', '’', 'arrière', 'et', 'possède', 'une', 'partie', 'des', 'Hornets', 'de', 'Charlotte', '?']"
Which player has been the quarterback for both the New England Patriots and Tampa Bay Buccaneers?,Quel joueur fut le quart-arrière pour les équipes des Patriots de la Nouvelle-Angleterre et les Buccaneers de Tampa Bay ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-GPE', 'I-GPE', 'O']","['Which', 'player', 'has', 'been', 'the', 'quarterback', 'for', 'both', 'the', 'New', 'England', 'Patriots', 'and', 'Tampa', 'Bay', 'Buccaneers', '?']","['Quel', 'joueur', 'fut', 'le', 'quart', '-', 'arrière', 'pour', 'les', 'équipes', 'des', 'Patriots', 'de', 'la', 'Nouvelle', '-', 'Angleterre', 'et', 'les', 'Buccaneers', 'de', 'Tampa', 'Bay', '?']"
Which pitcher for the Kansas City Royals has the most shutouts?,Quel frappeur des Royals de Kansas City a le plus de blanchissages à son actif ?,en,fr,"['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ORG', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Which', 'pitcher', 'for', 'the', 'Kansas', 'City', 'Royals', 'has', 'the', 'most', 'shutouts', '?']","['Quel', 'frappeur', 'des', 'Royals', 'de', 'Kansas', 'City', 'a', 'le', 'plus', 'de', 'blanchissages', 'à', 'son', 'actif', '?']"
Who was the first overall pick in the 2007 NHL draft and a three-time Stanley Cup winner with the Chicago Blackhawks?,"Qui était le tout premier choix dans le draft de 2007 de la NHL et trois fois vainqueur de la Coupe Stanley, avec les Blackhawks de Chicago ?",en,fr,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-DATE', 'B-ORG', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-ORG', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['Who', 'was', 'the', 'first', 'overall', 'pick', 'in', 'the', '2007', 'NHL', 'draft', 'and', 'a', 'three', '-', 'time', 'Stanley', 'Cup', 'winner', 'with', 'the', 'Chicago', 'Blackhawks', '?']","['Qui', 'était', 'le', 'tout', 'premier', 'choix', 'dans', 'le', 'draft', 'de', '2007', 'de', 'la', 'NHL', 'et', 'trois', 'fois', 'vainqueur', 'de', 'la', 'Coupe', 'Stanley', ',', 'avec', 'les', 'Blackhawks', 'de', 'Chicago', '?']"
"Who is a 3-time World Series champion and was born in Tacoma, Washington?","Qui fut 3 fois champion des séries mondiales et naquit à Tacoma, Washington ?",en,fr,"['O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Who', 'is', 'a', '3', '-', 'time', 'World', 'Series', 'champion', 'and', 'was', 'born', 'in', 'Tacoma', ',', 'Washington', '?']","['Qui', 'fut', '3', 'fois', 'champion', 'des', 'séries', 'mondiales', 'et', 'naquit', 'à', 'Tacoma', ',', 'Washington', '?']"
Which team plays at Oriole Park at Camden Yards and used to have Cal Ripken?,Quelle équipe joue au Park Oriole de Camden Yards et comptait Cal Ripen dans ses rangs ?,en,fr,"['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'O', 'B-FAC', 'I-FAC', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'O', 'B-FAC', 'I-FAC', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['Which', 'team', 'plays', 'at', 'Oriole', 'Park', 'at', 'Camden', 'Yards', 'and', 'used', 'to', 'have', 'Cal', 'Ripken', '?']","['Quelle', 'équipe', 'joue', 'au', 'Park', 'Oriole', 'de', 'Camden', 'Yards', 'et', 'comptait', 'Cal', 'Ripen', 'dans', 'ses', 'rangs', '?']"
Which player was selected in the final Euro 2020 England squad and plays for Liverpool FC?,Quel joueur a été sélectionné dans l’équipe d’Angleterre de la finale de l’Euro 2020 et joue pour le FC Liverpool ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'B-DATE', 'B-GPE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'B-DATE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['Which', 'player', 'was', 'selected', 'in', 'the', 'final', 'Euro', '2020', 'England', 'squad', 'and', 'plays', 'for', 'Liverpool', 'FC', '?']","['Quel', 'joueur', 'a', 'été', 'sélectionné', 'dans', 'l', '’', 'équipe', 'd', '’', 'Angleterre', 'de', 'la', 'finale', 'de', 'l', '’', 'Euro', '2020', 'et', 'joue', 'pour', 'le', 'FC', 'Liverpool', '?']"
"Which baseball player holds the record for most home runs in a season, and played with the San Francisco Giants?","Quel joueur de baseball tient le record du maximum de circuits en une saison, et joua avec les Giants de San Francisco ?",en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['Which', 'baseball', 'player', 'holds', 'the', 'record', 'for', 'most', 'home', 'runs', 'in', 'a', 'season', ',', 'and', 'played', 'with', 'the', 'San', 'Francisco', 'Giants', '?']","['Quel', 'joueur', 'de', 'baseball', 'tient', 'le', 'record', 'du', 'maximum', 'de', 'circuits', 'en', 'une', 'saison', ',', 'et', 'joua', 'avec', 'les', 'Giants', 'de', 'San', 'Francisco', '?']"
Which famous retired basketball player wore number 23 with the Chicago Bulls and went to college at North Carolina?,Quel célèbre basketteur retraité a porté le numéro 23 des Bulls de Chicago et est allé à l’Université en Caroline du Nord ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['Which', 'famous', 'retired', 'basketball', 'player', 'wore', 'number', '23', 'with', 'the', 'Chicago', 'Bulls', 'and', 'went', 'to', 'college', 'at', 'North', 'Carolina', '?']","['Quel', 'célèbre', 'basketteur', 'retraité', 'a', 'porté', 'le', 'numéro', '23', 'des', 'Bulls', 'de', 'Chicago', 'et', 'est', 'allé', 'à', 'l', '’', 'Université', 'en', 'Caroline', 'du', 'Nord', '?']"
In which basketball team does LeBron James play in 2021 and won the championships of 2020?,Dans quelle équipe qui a remporté les championnats de 2020 LeBron James joue-t-il en 2021 ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['In', 'which', 'basketball', 'team', 'does', 'LeBron', 'James', 'play', 'in', '2021', 'and', 'won', 'the', 'championships', 'of', '2020', '?']","['Dans', 'quelle', 'équipe', 'qui', 'a', 'remporté', 'les', 'championnats', 'de', '2020', 'LeBron', 'James', 'joue', '-', 't', '-', 'il', 'en', '2021', '?']"
Who plays for the Brooklyn Nets and previously played for the Warriors?,Qui joue pour les Nets de Brooklyn et jouait auparavant pour les Warriors ?,en,fr,"['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","['Who', 'plays', 'for', 'the', 'Brooklyn', 'Nets', 'and', 'previously', 'played', 'for', 'the', 'Warriors', '?']","['Qui', 'joue', 'pour', 'les', 'Nets', 'de', 'Brooklyn', 'et', 'jouait', 'auparavant', 'pour', 'les', 'Warriors', '?']"
