source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
Is Denali taller than Mount Blackburn?,¿La montaña Denali es más alta que el Monte Blackburn?,en,es,"['O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['Is', 'Denali', 'taller', 'than', 'Mount', 'Blackburn', '?']","['¿', 'La', 'montaña', 'Denali', 'es', 'más', 'alta', 'que', 'el', 'Monte', 'Blackburn', '?']"
Is Yellowstone National Park larger than Zion National Park?,¿El parque nacional Yellowstone es más grande que el Zion?,en,es,"['O', 'B-FAC', 'I-FAC', 'I-FAC', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['Is', 'Yellowstone', 'National', 'Park', 'larger', 'than', 'Zion', 'National', 'Park', '?']","['¿', 'El', 'parque', 'nacional', 'Yellowstone', 'es', 'más', 'grande', 'que', 'el', 'Zion', '?']"
"Which U.S. territory is bigger, Puerto Rico or Hawaii?",¿Qué territorio perteneciente a los EE. UU. es más grande: Puerto Rico o Hawái?,en,es,"['O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-GPE', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['Which', 'U.S.', 'territory', 'is', 'bigger', ',', 'Puerto', 'Rico', 'or', 'Hawaii', '?']","['¿', 'Qué', 'territorio', 'perteneciente', 'a', 'los', 'EE.', 'UU.', 'es', 'más', 'grande:', 'Puerto', 'Rico', 'o', 'Hawái', '?']"
"What country has a higher population, Canada or Romania?",¿Cuál de estos países tiene más densidad de población: Canadá o Rumania?,en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['What', 'country', 'has', 'a', 'higher', 'population', ',', 'Canada', 'or', 'Romania', '?']","['¿', 'Cuál', 'de', 'estos', 'países', 'tiene', 'más', 'densidad', 'de', 'población:', 'Canadá', 'o', 'Rumania', '?']"
"What country has a higher population, Germany or Cambodia?",¿Cuál de estos países tiene más densidad de población; Alemania o Camboya?,en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['What', 'country', 'has', 'a', 'higher', 'population', ',', 'Germany', 'or', 'Cambodia', '?']","['¿', 'Cuál', 'de', 'estos', 'países', 'tiene', 'más', 'densidad', 'de', 'población', ';', 'Alemania', 'o', 'Camboya', '?']"
Is Mount Everest taller than Mount Fuji?,¿El Monte Everest es más alto que el Monte Fuji?,en,es,"['O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['Is', 'Mount', 'Everest', 'taller', 'than', 'Mount', 'Fuji', '?']","['¿', 'El', 'Monte', 'Everest', 'es', 'más', 'alto', 'que', 'el', 'Monte', 'Fuji', '?']"
"Which country has a larger population, Russia or Japan?",¿Cuál de estos países tiene mayor población: Rusia o Japón?,en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'larger', 'population', ',', 'Russia', 'or', 'Japan', '?']","['¿', 'Cuál', 'de', 'estos', 'países', 'tiene', 'mayor', 'población:', 'Rusia', 'o', 'Japón', '?']"
Is Texas bigger than France?,¿El estado de Texas es más grande que Francia?,en,es,"['O', 'B-GPE', 'O', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['Is', 'Texas', 'bigger', 'than', 'France', '?']","['¿', 'El', 'estado', 'de', 'Texas', 'es', 'más', 'grande', 'que', 'Francia', '?']"
Is Russia further North than Canada?,¿Rusia se encuentra ubicado más al norte que Canadá?,en,es,"['O', 'B-GPE', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['Is', 'Russia', 'further', 'North', 'than', 'Canada', '?']","['¿', 'Rusia', 'se', 'encuentra', 'ubicado', 'más', 'al', 'norte', 'que', 'Canadá', '?']"
Is New York City bigger than Mexico City?,¿La ciudad de Nueva York es más grande que la de México?,en,es,"['O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['Is', 'New', 'York', 'City', 'bigger', 'than', 'Mexico', 'City', '?']","['¿', 'La', 'ciudad', 'de', 'Nueva', 'York', 'es', 'más', 'grande', 'que', 'la', 'de', 'México', '?']"
"Which country has a larger population, China or Italy?","¿Qué país tiene más habitantes, China o Italia?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'larger', 'population', ',', 'China', 'or', 'Italy', '?']","['¿', 'Qué', 'país', 'tiene', 'más', 'habitantes', ',', 'China', 'o', 'Italia', '?']"
Is Mount Everest taller than Mount Kangchenjunga?,¿El monte Everest es más alto que el monte Kangchenjunga?,en,es,"['O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['Is', 'Mount', 'Everest', 'taller', 'than', 'Mount', 'Kangchenjunga', '?']","['¿', 'El', 'monte', 'Everest', 'es', 'más', 'alto', 'que', 'el', 'monte', 'Kangchenjunga', '?']"
Is China's population larger than one billion?,¿Supera la población de China los mil millones?,en,es,"['O', 'B-GPE', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'O']","['O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O']","['Is', ""China's"", 'population', 'larger', 'than', 'one', 'billion', '?']","['¿', 'Supera', 'la', 'población', 'de', 'China', 'los', 'mil', 'millones', '?']"
"Which country has a smaller population, Russia or Gabon?","¿Qué país tiene menos población, Rusia o Gabón?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'smaller', 'population', ',', 'Russia', 'or', 'Gabon', '?']","['¿', 'Qué', 'país', 'tiene', 'menos', 'población', ',', 'Rusia', 'o', 'Gabón', '?']"
"Which country has a larger population, France or Germany?","¿Qué país tiene una mayor población, Francia o Alemania?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'larger', 'population', ',', 'France', 'or', 'Germany', '?']","['¿', 'Qué', 'país', 'tiene', 'una', 'mayor', 'población', ',', 'Francia', 'o', 'Alemania', '?']"
"Which country is larger in size, Russia or Canada?","¿Qué país es mayor en superficie, Rusia o Canadá?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'is', 'larger', 'in', 'size', ',', 'Russia', 'or', 'Canada', '?']","['¿', 'Qué', 'país', 'es', 'mayor', 'en', 'superficie', ',', 'Rusia', 'o', 'Canadá', '?']"
"Which country is larger in size, Brazil or Indonesia?",¿Cuál de estos países tiene mayor superficie: Brasil o Indonesia?,en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'is', 'larger', 'in', 'size', ',', 'Brazil', 'or', 'Indonesia', '?']","['¿', 'Cuál', 'de', 'estos', 'países', 'tiene', 'mayor', 'superficie:', 'Brasil', 'o', 'Indonesia', '?']"
"Which country is bigger, Russia or the United States?",¿Cuál de estos países es más grande: Rusia o Estados Unidos?,en,es,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'I-GPE', 'O']","['Which', 'country', 'is', 'bigger', ',', 'Russia', 'or', 'the', 'United', 'States', '?']","['¿', 'Cuál', 'de', 'estos', 'países', 'es', 'más', 'grande:', 'Rusia', 'o', 'Estados', 'Unidos', '?']"
"Which river is longer, the Nile or the Amazon?","¿Qué río es más largo, el Nilo o el Amazonas?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O']","['Which', 'river', 'is', 'longer', ',', 'the', 'Nile', 'or', 'the', 'Amazon', '?']","['¿', 'Qué', 'río', 'es', 'más', 'largo', ',', 'el', 'Nilo', 'o', 'el', 'Amazonas', '?']"
"Which waterfall is higher, Niagara Falls or Angel Falls?","¿Cuál catarata es más alta, la catarata del Niágara o el Salto Ángel?",en,es,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['Which', 'waterfall', 'is', 'higher', ',', 'Niagara', 'Falls', 'or', 'Angel', 'Falls', '?']","['¿', 'Cuál', 'catarata', 'es', 'más', 'alta', ',', 'la', 'catarata', 'del', 'Niágara', 'o', 'el', 'Salto', 'Ángel', '?']"
"Which lake is deeper, Lake Superior or Lake Baikal?","¿Qué lago es más profundo, el Superior o el Baikal?",en,es,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O']","['Which', 'lake', 'is', 'deeper', ',', 'Lake', 'Superior', 'or', 'Lake', 'Baikal', '?']","['¿', 'Qué', 'lago', 'es', 'más', 'profundo', ',', 'el', 'Superior', 'o', 'el', 'Baikal', '?']"
Does Delhi have a higher population than Tokyo?,¿Nueva Delhi tiene una mayor población que Tokio?,en,es,"['O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['Does', 'Delhi', 'have', 'a', 'higher', 'population', 'than', 'Tokyo', '?']","['¿', 'Nueva', 'Delhi', 'tiene', 'una', 'mayor', 'población', 'que', 'Tokio', '?']"
Does Shanghai have a higher population than Tokyo?,¿Tiene Shangái más población que Tokio?,en,es,"['O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-GPE', 'O']","['Does', 'Shanghai', 'have', 'a', 'higher', 'population', 'than', 'Tokyo', '?']","['¿', 'Tiene', 'Shangái', 'más', 'población', 'que', 'Tokio', '?']"
Does Mexico City have a higher population than Tokyo?,¿Tiene la ciudad de México D.F. más población que la de Tokio?,en,es,"['O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['Does', 'Mexico', 'City', 'have', 'a', 'higher', 'population', 'than', 'Tokyo', '?']","['¿', 'Tiene', 'la', 'ciudad', 'de', 'México', 'D.F.', 'más', 'población', 'que', 'la', 'de', 'Tokio', '?']"
Does Cairo have a higher population than Tokyo?,¿El Cairo tiene más habitantes que Tokio?,en,es,"['O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['Does', 'Cairo', 'have', 'a', 'higher', 'population', 'than', 'Tokyo', '?']","['¿', 'El', 'Cairo', 'tiene', 'más', 'habitantes', 'que', 'Tokio', '?']"
Is Mount Everest taller than Denali?,¿El monte Everest es más alto que el Denali?,en,es,"['O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['Is', 'Mount', 'Everest', 'taller', 'than', 'Denali', '?']","['¿', 'El', 'monte', 'Everest', 'es', 'más', 'alto', 'que', 'el', 'Denali', '?']"
Is Lake Superior larger than Lake Erie?,¿El Lago Superior es más grande que el Lago Erie?,en,es,"['O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['Is', 'Lake', 'Superior', 'larger', 'than', 'Lake', 'Erie', '?']","['¿', 'El', 'Lago', 'Superior', 'es', 'más', 'grande', 'que', 'el', 'Lago', 'Erie', '?']"
Is Asia larger than Europe?,¿Asia es más grande que Europa?,en,es,"['O', 'B-LOC', 'O', 'O', 'B-LOC', 'O']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['Is', 'Asia', 'larger', 'than', 'Europe', '?']","['¿', 'Asia', 'es', 'más', 'grande', 'que', 'Europa', '?']"
"Which country is older, the United States of America or Australia?","¿Qué país es más antiguo, Estados Unidos de América o Australia?",en,es,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'is', 'older', ',', 'the', 'United', 'States', 'of', 'America', 'or', 'Australia', '?']","['¿', 'Qué', 'país', 'es', 'más', 'antiguo', ',', 'Estados', 'Unidos', 'de', 'América', 'o', 'Australia', '?']"
Does South Carolina have a larger population than North Carolina?,¿Carolina del Sur tiene una población mayor que Carolina del Norte?,en,es,"['O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['Does', 'South', 'Carolina', 'have', 'a', 'larger', 'population', 'than', 'North', 'Carolina', '?']","['¿', 'Carolina', 'del', 'Sur', 'tiene', 'una', 'población', 'mayor', 'que', 'Carolina', 'del', 'Norte', '?']"
"Which city is farther away from the equator, New York or Cairo?",¿Cuál de estas ciudades se encuentra más alejada de la línea del Ecuador: Nueva York o El Cairo?,en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'I-GPE', 'O']","['Which', 'city', 'is', 'farther', 'away', 'from', 'the', 'equator', ',', 'New', 'York', 'or', 'Cairo', '?']","['¿', 'Cuál', 'de', 'estas', 'ciudades', 'se', 'encuentra', 'más', 'alejada', 'de', 'la', 'línea', 'del', 'Ecuador:', 'Nueva', 'York', 'o', 'El', 'Cairo', '?']"
"Which country has a larger population, Bangladesh or Brazil?","¿Qué país tiene una población mayor, Bangladés o Brasil?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'larger', 'population', ',', 'Bangladesh', 'or', 'Brazil', '?']","['¿', 'Qué', 'país', 'tiene', 'una', 'población', 'mayor', ',', 'Bangladés', 'o', 'Brasil', '?']"
"Which country is bigger in area, Canada or Albania?","¿Qué país tiene una superficie más grande, Canadá o Albania?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'is', 'bigger', 'in', 'area', ',', 'Canada', 'or', 'Albania', '?']","['¿', 'Qué', 'país', 'tiene', 'una', 'superficie', 'más', 'grande', ',', 'Canadá', 'o', 'Albania', '?']"
"Which country is more mountainous, Bhutan or Cuba?","¿Qué país es más montañoso, Bután o Cuba?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'is', 'more', 'mountainous', ',', 'Bhutan', 'or', 'Cuba', '?']","['¿', 'Qué', 'país', 'es', 'más', 'montañoso', ',', 'Bután', 'o', 'Cuba', '?']"
"Which country has a larger population, the United States or Italy?","¿Qué país tiene más habitantes, Estados Unidos o Italia?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'larger', 'population', ',', 'the', 'United', 'States', 'or', 'Italy', '?']","['¿', 'Qué', 'país', 'tiene', 'más', 'habitantes', ',', 'Estados', 'Unidos', 'o', 'Italia', '?']"
"What country is closer to the equator, Canada or Mexico?","¿Qué país está más cerca del ecuador terrestre, Canadá o México?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['What', 'country', 'is', 'closer', 'to', 'the', 'equator', ',', 'Canada', 'or', 'Mexico', '?']","['¿', 'Qué', 'país', 'está', 'más', 'cerca', 'del', 'ecuador', 'terrestre', ',', 'Canadá', 'o', 'México', '?']"
Is Yosemite Falls shorter than Angel Falls?,¿El salto Yosemite es más corto que el salto Ángel?,en,es,"['O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['Is', 'Yosemite', 'Falls', 'shorter', 'than', 'Angel', 'Falls', '?']","['¿', 'El', 'salto', 'Yosemite', 'es', 'más', 'corto', 'que', 'el', 'salto', 'Ángel', '?']"
Is the Caspian Sea deeper than Lake Baikal?,¿Es el Mar Caspio más profundo que el lago Baikal?,en,es,"['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['Is', 'the', 'Caspian', 'Sea', 'deeper', 'than', 'Lake', 'Baikal', '?']","['¿', 'Es', 'el', 'Mar', 'Caspio', 'más', 'profundo', 'que', 'el', 'lago', 'Baikal', '?']"
Has Mount Fuji erupted before 1707?,¿El Monte Fuji hizo erupción antes de 1707?,en,es,"['O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-DATE', 'O']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Has', 'Mount', 'Fuji', 'erupted', 'before', '1707', '?']","['¿', 'El', 'Monte', 'Fuji', 'hizo', 'erupción', 'antes', 'de', '1707', '?']"
"Which country has the smaller population, Germany or Poland?","¿Qué país tiene menos habitantes, Alemania o Polonia?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'the', 'smaller', 'population', ',', 'Germany', 'or', 'Poland', '?']","['¿', 'Qué', 'país', 'tiene', 'menos', 'habitantes', ',', 'Alemania', 'o', 'Polonia', '?']"
"Which country is larger in size, Austria or Italy?","¿Qué país es mayor en extensión, Austria o Italia?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'is', 'larger', 'in', 'size', ',', 'Austria', 'or', 'Italy', '?']","['¿', 'Qué', 'país', 'es', 'mayor', 'en', 'extensión', ',', 'Austria', 'o', 'Italia', '?']"
"Which mountain is taller, Everest or Mount St. Helens?","¿Qué montaña es más alta, Everest o el monte Santa Helena?",en,es,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['Which', 'mountain', 'is', 'taller', ',', 'Everest', 'or', 'Mount', 'St.', 'Helens', '?']","['¿', 'Qué', 'montaña', 'es', 'más', 'alta', ',', 'Everest', 'o', 'el', 'monte', 'Santa', 'Helena', '?']"
"Which country has the greater population, Spain or Mexico?","¿Qué país tiene más habitantes, España o México?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'the', 'greater', 'population', ',', 'Spain', 'or', 'Mexico', '?']","['¿', 'Qué', 'país', 'tiene', 'más', 'habitantes', ',', 'España', 'o', 'México', '?']"
"Which country has a larger population, South Korea or France?","¿Qué país tiene una población mayor, Corea del Sur o Francia?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'larger', 'population', ',', 'South', 'Korea', 'or', 'France', '?']","['¿', 'Qué', 'país', 'tiene', 'una', 'población', 'mayor', ',', 'Corea', 'del', 'Sur', 'o', 'Francia', '?']"
Has Mount St. Helens erupted after 1970?,¿El monte Santa Helena ha hecho erupción después de 1970?,en,es,"['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-LOC', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Has', 'Mount', 'St.', 'Helens', 'erupted', 'after', '1970', '?']","['¿', 'El', 'monte', 'Santa', 'Helena', 'ha', 'hecho', 'erupción', 'después', 'de', '1970', '?']"
"Which country has a higher population, Greenland or Iceland?","¿Qué país tiene una población mayor, Groenlandia o Islandia?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'higher', 'population', ',', 'Greenland', 'or', 'Iceland', '?']","['¿', 'Qué', 'país', 'tiene', 'una', 'población', 'mayor', ',', 'Groenlandia', 'o', 'Islandia', '?']"
"Which country has a larger population, Rwanda or Bolivia?","¿Qué país tiene una mayor población, Ruanda o Bolivia?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'larger', 'population', ',', 'Rwanda', 'or', 'Bolivia', '?']","['¿', 'Qué', 'país', 'tiene', 'una', 'mayor', 'población', ',', 'Ruanda', 'o', 'Bolivia', '?']"
"Which country has a larger population, Haiti or Benin?","¿Qué país tiene una mayor población, Haití o Benín?",en,es,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['Which', 'country', 'has', 'a', 'larger', 'population', ',', 'Haiti', 'or', 'Benin', '?']","['¿', 'Qué', 'país', 'tiene', 'una', 'mayor', 'población', ',', 'Haití', 'o', 'Benín', '?']"
Is the United States larger than Canada by area?,¿Estados Unidos tiene una mayor superficie que Canadá?,en,es,"['O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'B-GPE', 'O', 'O', 'O']","['O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['Is', 'the', 'United', 'States', 'larger', 'than', 'Canada', 'by', 'area', '?']","['¿', 'Estados', 'Unidos', 'tiene', 'una', 'mayor', 'superficie', 'que', 'Canadá', '?']"
"Which state in Australia is more populous, New South Wales or Victoria?","¿Qué estado de Australia está más poblado, Nueva Gales del Sur o Victoria?",en,es,"['O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['Which', 'state', 'in', 'Australia', 'is', 'more', 'populous', ',', 'New', 'South', 'Wales', 'or', 'Victoria', '?']","['¿', 'Qué', 'estado', 'de', 'Australia', 'está', 'más', 'poblado', ',', 'Nueva', 'Gales', 'del', 'Sur', 'o', 'Victoria', '?']"
Has Mount St. Helens erupted after 2010?,¿El monte Santa Helena ha hecho erupción después de 2010?,en,es,"['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-LOC', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Has', 'Mount', 'St.', 'Helens', 'erupted', 'after', '2010', '?']","['¿', 'El', 'monte', 'Santa', 'Helena', 'ha', 'hecho', 'erupción', 'después', 'de', '2010', '?']"
